impcParameterOrigId,parameter_name,description,parameter_id
19246,Fusion of ribs,Fusion Of Ribs,IMPC_XRY_011_001
19247,Pelvis,Pelvis,IMPC_XRY_012_001
19248,Number of cervical vertebrae,Number Of Cervical Vertebrae,IMPC_XRY_013_001
19249,Number of thoracic vertebrae,Number Of Thoracic Vertebrae,IMPC_XRY_014_001
19250,Number of lumbar vertebrae,Number Of Lumbar Vertebrae,IMPC_XRY_015_001
19251,Number of pelvic vertebrae,Number Of Pelvic Vertebrae,IMPC_XRY_016_001
19252,Number of caudal vertebrae,Number Of Caudal Vertebrae,IMPC_XRY_017_001
19253,Shape of vertebrae,Shape Of Vertebrae,IMPC_XRY_018_001
19254,Fusion of vertebrae,Fusion Of Vertebrae,IMPC_XRY_019_001
19255,Processes on vertebrae,Processes On Vertebrae,IMPC_XRY_020_001
19256,Humerus,Humerus,IMPC_XRY_021_001
19257,Radius,Radius,IMPC_XRY_022_001
19258,Ulna,Ulna,IMPC_XRY_023_001
19259,Femur,Femur,IMPC_XRY_024_001
19260,Tibia,Tibia,IMPC_XRY_025_001
19261,Fibula,Fibula,IMPC_XRY_026_001
19262,Joints,Joints,IMPC_XRY_027_001
19263,Number of digits,Number Of Digits,IMPC_XRY_028_001
19264,Syndactylism,Syndactylism,IMPC_XRY_029_001
19265,Brachydactyly,Completeness Of Digits,IMPC_XRY_030_001
19266,Digit integrity,Digit Integrity,IMPC_XRY_031_001
19267,Comment on XRay image,Comment On Xray Image,IMPC_XRY_032_001
19268,Tibia length,Tibia Length,IMPC_XRY_033_001
19269,XRay Images Whole Body Dorso Ventral,Xray Images,IMPC_XRY_034_001
19270,Alive,Alive,IMPC_XRY_035_001
19271,Xray equipment ID,Xray Equipment Name,IMPC_XRY_036_001
19272,Xray equipment manufacturer,Xray Equipment Manufacturer,IMPC_XRY_037_001
19273,Xray equipment model,Xray Equipment Model,IMPC_XRY_038_001
19274,Settings time of exposure,Settings Time Of Exposure,IMPC_XRY_039_001
19275,Settings level,Settings Level,IMPC_XRY_040_001
19276,Experimenter ID (scan),Experimenter Scan,IMPC_XRY_041_001
19277,Experimenter ID (analysis),Experimenter Analysis,IMPC_XRY_042_001
19278,Voltage settings,Voltage Settings,IMPC_XRY_043_001
19279,Scanner equipment ID,Scanner Equipment Name,IMPC_XRY_044_001
19280,Scanner equipment manufacturer,Scanner Equipment Manufacturer,IMPC_XRY_045_001
19281,Scanner equipment model,Scanner Equipment Model,IMPC_XRY_046_001
19282,Date Xray equipment last calibrated,"",IMPC_XRY_047_001
19283,XRay Images Whole Body Lateral Orientation,"",IMPC_XRY_048_001
19284,XRay Images Forepaw,"",IMPC_XRY_049_001
19285,XRay Images Skull Lateral Orientation,"",IMPC_XRY_050_001
19286,XRay Images Skull Dorso Ventral Orientation,"",IMPC_XRY_051_001
19287,XRay Images Hind Leg and Hip,"",IMPC_XRY_052_001
19288,Date Scanner equipment last calibrated,"",IMPC_XRY_053_001
19289,Free Ontology,"",IMPC_XRY_054_001
19290,Shape of spine,"",IMPC_XRY_055_001
19291,Scoliosis,"",IMPC_XRY_056_001
19292,Kyphosis,"",IMPC_XRY_057_001
19293,Lordosis,"",IMPC_XRY_058_001
19294,Shape of ribcage,"",IMPC_XRY_059_001
19295,Transitional vertebrae,"",IMPC_XRY_060_001
19296,Fusion of processes,"",IMPC_XRY_061_001
19297,Polysyndactylism,"",IMPC_XRY_062_001
19298,Cervical processes,"",IMPC_XRY_063_001
19299,Thoracic processes,"",IMPC_XRY_064_001
19300,Lumbar processes,"",IMPC_XRY_065_001
19301,Sacral processes,"",IMPC_XRY_066_001
19302,Caudal processes,"",IMPC_XRY_067_001
19303,Missing cranial rib,"",IMPC_XRY_068_001
57175,Rib morphology,Rib Morphology,IMPC_XRY_069_001
57176,Cervical vertebrae morphology,Cervical Vertebrae Morphology,IMPC_XRY_070_001
57177,Thoracic vertebrae morphology,Thoracic Vertebrae Morphology,IMPC_XRY_071_001
57178,Lumbar vertebrae morphology,Lumbar Vertebrae Morphology,IMPC_XRY_072_001
57179,Pelvic vertebrae morphology,Pelvic Vertebrae Morphology,IMPC_XRY_073_001
57180,Caudal vertebrae morphology,Caudal Vertebrae Morphology,IMPC_XRY_074_001
40004,Placenta Development,Placenta Development,IMPC_GPL_001_001
40005,Placenta Morphology,Placenta Morphology,IMPC_GPL_002_001
40006,Placenta Vasculature,Placenta Vasculature,IMPC_GPL_003_001
40007,Placenta Size,Placenta Size,IMPC_GPL_004_001
40008,Umbilical cord morphology,Umbilical Cord Morphology,IMPC_GPL_005_001
40009,Comment on image,Comment On Image,IMPC_GPL_006_001
40010,Images,Images,IMPC_GPL_007_001
40011,Experimenter ID,Experimenter Id,IMPC_GPL_008_001
40012,Equipment ID,Equipment Id,IMPC_GPL_009_001
40013,Equipment Manufacturer,Equipment Manufacturer,IMPC_GPL_010_001
40014,Equipment Model,Equipment Model,IMPC_GPL_011_001
40015,Fixative,Fixative,IMPC_GPL_012_001
40016,Time of Dissection,Time Of Dissection,IMPC_GPL_013_001
40017,Somite Stage,Somite Stage,IMPC_GPL_014_001
40018,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GPL_015_001
40019,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GPL_016_001
40020,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GPL_017_001
47968,Brain - MPATH diagnostic term,"",IMPC_HIS_001_001
47969,Brain - Free text diagnostic term,"",IMPC_HIS_002_001
47970,Brain - MPATH process term,"",IMPC_HIS_003_001
47971,Brain - Severity score,"",IMPC_HIS_004_001
47972,Brain - Descriptor PATO,"",IMPC_HIS_005_001
47973,Brain - Description,"",IMPC_HIS_006_001
47974,Eye with optic nerve - MPATH diagnostic term,"",IMPC_HIS_007_001
47975,Eye with optic nerve - Free text diagnostic term,"",IMPC_HIS_008_001
47976,Eye with optic nerve - MPATH process term,"",IMPC_HIS_009_001
47977,Eye with optic nerve - Severity score,"",IMPC_HIS_010_001
47978,Eye with optic nerve - Descriptor PATO,"",IMPC_HIS_011_001
47979,Eye with optic nerve - Description,"",IMPC_HIS_012_001
47980,Spinal cord - MPATH diagnostic term,"",IMPC_HIS_013_001
47981,Spinal cord - Free text diagnostic term,"",IMPC_HIS_014_001
47982,Spinal cord - MPATH process term,"",IMPC_HIS_015_001
47983,Spinal cord - Severity score,"",IMPC_HIS_016_001
47984,Spinal cord - Descriptor PATO,"",IMPC_HIS_017_001
47985,Spinal cord - Description,"",IMPC_HIS_018_001
47986,Thymus - MPATH diagnostic term,"",IMPC_HIS_019_001
47987,Thymus - Free text diagnostic term,"",IMPC_HIS_020_001
47988,Thymus - MPATH process term,"",IMPC_HIS_021_001
47989,Thymus - Severity score,"",IMPC_HIS_022_001
47990,Thymus - Descriptor PATO,"",IMPC_HIS_023_001
47991,Thymus - Description,"",IMPC_HIS_024_001
47992,Thyroid - MPATH diagnostic term,"",IMPC_HIS_025_001
47993,Thyroid - Free text diagnostic term,"",IMPC_HIS_026_001
47994,Thyroid - MPATH process term,"",IMPC_HIS_027_001
47995,Thyroid - Severity score,"",IMPC_HIS_028_001
47996,Thyroid - Descriptor PATO,"",IMPC_HIS_029_001
47997,Thyroid - Description,"",IMPC_HIS_030_001
47998,Heart - MPATH diagnostic term,"",IMPC_HIS_031_001
47999,Heart - Free text diagnostic term,"",IMPC_HIS_032_001
48000,Heart - MPATH process term,"",IMPC_HIS_033_001
48001,Heart - Severity score,"",IMPC_HIS_034_001
48002,Heart - Descriptor PATO,"",IMPC_HIS_035_001
48003,Heart - Description,"",IMPC_HIS_036_001
48004,Trachea - MPATH diagnostic term,"",IMPC_HIS_037_001
48005,Trachea - Free text diagnostic term,"",IMPC_HIS_038_001
48006,Trachea - MPATH process term,"",IMPC_HIS_039_001
48007,Trachea - Severity score,"",IMPC_HIS_040_001
48008,Trachea - Descriptor PATO,"",IMPC_HIS_041_001
48009,Trachea - Description,"",IMPC_HIS_042_001
48010,Esophagus - MPATH diagnostic term,"",IMPC_HIS_043_001
48011,Esophagus - Free text diagnostic term,"",IMPC_HIS_044_001
48012,Esophagus - MPATH process term,"",IMPC_HIS_045_001
48013,Esophagus - Severity score,"",IMPC_HIS_046_001
48014,Esophagus - Descriptor PATO,"",IMPC_HIS_047_001
48015,Esophagus - Description,"",IMPC_HIS_048_001
48016,Lung - MPATH diagnostic term,"",IMPC_HIS_049_001
48017,Lung - Free text diagnostic term,"",IMPC_HIS_050_001
48018,Lung - MPATH process term,"",IMPC_HIS_051_001
48019,Lung - Severity score,"",IMPC_HIS_052_001
48020,Lung - Descriptor PATO,"",IMPC_HIS_053_001
48021,Lung - Description,"",IMPC_HIS_054_001
48022,Liver - MPATH diagnostic term,"",IMPC_HIS_055_001
48023,Liver - Free text diagnostic term,"",IMPC_HIS_056_001
48024,Liver - MPATH process term,"",IMPC_HIS_057_001
48025,Liver - Severity score,"",IMPC_HIS_058_001
48026,Liver - Descriptor PATO,"",IMPC_HIS_059_001
48027,Liver - Description,"",IMPC_HIS_060_001
48028,Gall bladder - MPATH diagnostic term,"",IMPC_HIS_061_001
48029,Gall bladder - Free text diagnostic term,"",IMPC_HIS_062_001
48030,Gall bladder - MPATH process term,"",IMPC_HIS_063_001
48031,Gall bladder - Severity score,"",IMPC_HIS_064_001
48032,Gall bladder - Descriptor PATO,"",IMPC_HIS_065_001
48033,Gall bladder - Description,"",IMPC_HIS_066_001
48034,Stomach - MPATH diagnostic term,"",IMPC_HIS_067_001
48035,Stomach - Free text diagnostic term,"",IMPC_HIS_068_001
48036,Stomach - MPATH process term,"",IMPC_HIS_069_001
48037,Stomach - Severity score,"",IMPC_HIS_070_001
48038,Stomach - Descriptor PATO,"",IMPC_HIS_071_001
48039,Stomach - Description,"",IMPC_HIS_072_001
48040,Small intestine - MPATH diagnostic term,"",IMPC_HIS_073_001
48041,Small intestine - Free text diagnostic term,"",IMPC_HIS_074_001
48042,Small intestine - MPATH process term,"",IMPC_HIS_075_001
48043,Small intestine - Severity score,"",IMPC_HIS_076_001
48044,Small intestine - Descriptor PATO,"",IMPC_HIS_077_001
48045,Small intestine - Description,"",IMPC_HIS_078_001
48046,Large intestine - MPATH diagnostic term,"",IMPC_HIS_079_001
48047,Large intestine - Free text diagnostic term,"",IMPC_HIS_080_001
48048,Large intestine - MPATH process term,"",IMPC_HIS_081_001
48049,Large intestine - Severity score,"",IMPC_HIS_082_001
48050,Large intestine - Descriptor PATO,"",IMPC_HIS_083_001
48051,Large intestine - Description,"",IMPC_HIS_084_001
48052,Pancreas - MPATH diagnostic term,"",IMPC_HIS_085_001
48053,Pancreas - Free text diagnostic term,"",IMPC_HIS_086_001
48054,Pancreas - MPATH process term,"",IMPC_HIS_087_001
48055,Pancreas - Severity score,"",IMPC_HIS_088_001
48056,Pancreas - Descriptor PATO,"",IMPC_HIS_089_001
48057,Pancreas - Description,"",IMPC_HIS_090_001
48058,Spleen - MPATH diagnostic term,"",IMPC_HIS_091_001
48059,Spleen - Free text diagnostic term,"",IMPC_HIS_092_001
48060,Spleen - MPATH process term,"",IMPC_HIS_093_001
48061,Spleen - Severity score,"",IMPC_HIS_094_001
48062,Spleen - Descriptor PATO,"",IMPC_HIS_095_001
48063,Spleen - Description,"",IMPC_HIS_096_001
48064,Kidney - MPATH diagnostic term,"",IMPC_HIS_097_001
48065,Kidney - Free text diagnostic term,"",IMPC_HIS_098_001
48066,Kidney - MPATH process term,"",IMPC_HIS_099_001
48067,Kidney - Severity score,"",IMPC_HIS_100_001
48068,Kidney - Descriptor PATO,"",IMPC_HIS_101_001
48069,Kidney - Description,"",IMPC_HIS_102_001
48070,Adrenal gland - MPATH diagnostic term,"",IMPC_HIS_103_001
48071,Adrenal gland - Free text diagnostic term,"",IMPC_HIS_104_001
48072,Adrenal gland - MPATH process term,"",IMPC_HIS_105_001
48073,Adrenal gland - Severity score,"",IMPC_HIS_106_001
48074,Adrenal gland - Descriptor PATO,"",IMPC_HIS_107_001
48075,Adrenal gland - Description,"",IMPC_HIS_108_001
48076,Mammary gland - MPATH diagnostic term,"",IMPC_HIS_109_001
48077,Mammary gland - Free text diagnostic term,"",IMPC_HIS_110_001
48078,Mammary gland - MPATH process term,"",IMPC_HIS_111_001
48079,Mammary gland - Severity score,"",IMPC_HIS_112_001
48080,Mammary gland - Descriptor PATO,"",IMPC_HIS_113_001
48081,Mammary gland - Description,"",IMPC_HIS_114_001
48082,Lymph node - MPATH diagnostic term,"",IMPC_HIS_115_001
48083,Lymph node - Free text diagnostic term,"",IMPC_HIS_116_001
48084,Lymph node - MPATH process term,"",IMPC_HIS_117_001
48085,Lymph node - Severity score,"",IMPC_HIS_118_001
48086,Lymph node - Descriptor PATO,"",IMPC_HIS_119_001
48087,Lymph node - Description,"",IMPC_HIS_120_001
48088,Skin - MPATH diagnostic term,"",IMPC_HIS_121_001
48089,Skin - Free text diagnostic term,"",IMPC_HIS_122_001
48090,Skin - MPATH process term,"",IMPC_HIS_123_001
48091,Skin - Severity score,"",IMPC_HIS_124_001
48092,Skin - Descriptor PATO,"",IMPC_HIS_125_001
48093,Skin - Description,"",IMPC_HIS_126_001
48094,Skeletal muscle - MPATH diagnostic term,"",IMPC_HIS_127_001
48095,Skeletal muscle - Free text diagnostic term,"",IMPC_HIS_128_001
48096,Skeletal muscle - MPATH process term,"",IMPC_HIS_129_001
48097,Skeletal muscle - Severity score,"",IMPC_HIS_130_001
48098,Skeletal muscle - Descriptor PATO,"",IMPC_HIS_131_001
48099,Skeletal muscle - Description,"",IMPC_HIS_132_001
48100,Urinary bladder - MPATH diagnostic term,"",IMPC_HIS_133_001
48101,Urinary bladder - Free text diagnostic term,"",IMPC_HIS_134_001
48102,Urinary bladder - MPATH process term,"",IMPC_HIS_135_001
48103,Urinary bladder - Severity score,"",IMPC_HIS_136_001
48104,Urinary bladder - Descriptor PATO,"",IMPC_HIS_137_001
48105,Urinary bladder - Description,"",IMPC_HIS_138_001
48106,Testes - MPATH diagnostic term,"",IMPC_HIS_139_001
48107,Testes - Free text diagnostic term,"",IMPC_HIS_140_001
48108,Testes - MPATH process term,"",IMPC_HIS_141_001
48109,Testes - Severity score,"",IMPC_HIS_142_001
48110,Testes - Descriptor PATO,"",IMPC_HIS_143_001
48111,Testes - Description,"",IMPC_HIS_144_001
48112,Epididymis - MPATH diagnostic term,"",IMPC_HIS_145_001
48113,Epididymis - Free text diagnostic term,"",IMPC_HIS_146_001
48114,Epididymis - MPATH process term,"",IMPC_HIS_147_001
48115,Epididymis - Severity score,"",IMPC_HIS_148_001
48116,Epididymis - Descriptor PATO,"",IMPC_HIS_149_001
48117,Epididymis - Description,"",IMPC_HIS_150_001
48118,Prostate - MPATH diagnostic term,"",IMPC_HIS_151_001
48119,Prostate - Free text diagnostic term,"",IMPC_HIS_152_001
48120,Prostate - MPATH process term,"",IMPC_HIS_153_001
48121,Prostate - Severity score,"",IMPC_HIS_154_001
48122,Prostate - Descriptor PATO,"",IMPC_HIS_155_001
48123,Prostate - Description,"",IMPC_HIS_156_001
48124,Seminal vesicle - MPATH diagnostic term,"",IMPC_HIS_157_001
48125,Seminal vesicle - Free text diagnostic term,"",IMPC_HIS_158_001
48126,Seminal vesicle - MPATH process term,"",IMPC_HIS_159_001
48127,Seminal vesicle - Severity score,"",IMPC_HIS_160_001
48128,Seminal vesicle - Descriptor PATO,"",IMPC_HIS_161_001
48129,Seminal vesicle - Description,"",IMPC_HIS_162_001
48130,Ovary - MPATH diagnostic term,"",IMPC_HIS_163_001
48131,Ovary - Free text diagnostic term,"",IMPC_HIS_164_001
48132,Ovary - MPATH process term,"",IMPC_HIS_165_001
48133,Ovary - Severity score,"",IMPC_HIS_166_001
48134,Ovary - Descriptor PATO,"",IMPC_HIS_167_001
48135,Ovary - Description,"",IMPC_HIS_168_001
48136,Uterus - MPATH diagnostic term,"",IMPC_HIS_169_001
48137,Uterus - Free text diagnostic term,"",IMPC_HIS_170_001
48138,Uterus - MPATH process term,"",IMPC_HIS_171_001
48139,Uterus - Severity score,"",IMPC_HIS_172_001
48140,Uterus - Descriptor PATO,"",IMPC_HIS_173_001
48141,Uterus - Description,"",IMPC_HIS_174_001
48142,Stain,"",IMPC_HIS_175_001
48143,Section thickness,"",IMPC_HIS_176_001
48144,Images,"",IMPC_HIS_177_001
48145,Severity maximum score,"",IMPC_HIS_178_001
48146,Experimenter ID,"",IMPC_HIS_208_001
48147,Salivary gland - MPATH diagnostic term,"",IMPC_HIS_209_001
48148,Salivary gland - Free text diagnostic term,"",IMPC_HIS_210_001
48149,Salivary gland - MPATH process term,"",IMPC_HIS_211_001
48150,Salivary gland - Severity score,"",IMPC_HIS_212_001
48151,Salivary gland - Descriptor PATO,"",IMPC_HIS_213_001
48152,Salivary gland - Description,"",IMPC_HIS_214_001
48153,Salivary gland - Significance score,"",IMPC_HIS_215_001
48154,Sternum - MPATH diagnostic term,"",IMPC_HIS_216_001
48155,Sternum - Free text diagnostic term,"",IMPC_HIS_217_001
48156,Sternum - MPATH process term,"",IMPC_HIS_218_001
48157,Sternum - Severity score,"",IMPC_HIS_219_001
48158,Sternum - Descriptor PATO,"",IMPC_HIS_220_001
48159,Sternum - Description,"",IMPC_HIS_221_001
48160,Sternum - Significance score,"",IMPC_HIS_222_001
48161,Femur - MPATH diagnostic term,"",IMPC_HIS_223_001
48162,Femur - Free text diagnostic term,"",IMPC_HIS_224_001
48163,Femur - MPATH process term,"",IMPC_HIS_225_001
48164,Femur - Severity score,"",IMPC_HIS_226_001
48165,Femur - Descriptor PATO,"",IMPC_HIS_227_001
48166,Femur - Description,"",IMPC_HIS_228_001
48167,Femur - Significance score,"",IMPC_HIS_229_001
48168,Bone marrow - MPATH diagnostic term,"",IMPC_HIS_230_001
48169,Bone marrow - Free text diagnostic term,"",IMPC_HIS_231_001
48170,Bone marrow - MPATH process term,"",IMPC_HIS_232_001
48171,Bone marrow - Severity score,"",IMPC_HIS_233_001
48172,Bone marrow - Descriptor PATO,"",IMPC_HIS_234_001
48173,Bone marrow - Description,"",IMPC_HIS_235_001
48174,Bone marrow - Significance score,"",IMPC_HIS_236_001
48175,Brown adipose tissue - MPATH diagnostic term,"",IMPC_HIS_237_001
48176,Brown adipose tissue - Free text diagnostic term,"",IMPC_HIS_238_001
48177,Brown adipose tissue - MPATH process term,"",IMPC_HIS_239_001
48178,Brown adipose tissue - Severity score,"",IMPC_HIS_240_001
48179,Brown adipose tissue - Descriptor PATO,"",IMPC_HIS_241_001
48180,Brown adipose tissue - Description,"",IMPC_HIS_242_001
48181,Brown adipose tissue - Significance score,"",IMPC_HIS_243_001
48182,Tibia - MPATH diagnostic term,"",IMPC_HIS_244_001
48183,Tibia - Free text diagnostic term,"",IMPC_HIS_245_001
48184,Tibia - MPATH process term,"",IMPC_HIS_246_001
48185,Tibia - Severity score,"",IMPC_HIS_247_001
48186,Tibia - Descriptor PATO,"",IMPC_HIS_248_001
48187,Tibia - Description,"",IMPC_HIS_249_001
48188,Tibia - Significance score,"",IMPC_HIS_250_001
48189,Knee joint - MPATH diagnostic term,"",IMPC_HIS_251_001
48190,Knee joint - Free text diagnostic term,"",IMPC_HIS_252_001
48191,Knee joint - MPATH process term,"",IMPC_HIS_253_001
48192,Knee joint - Severity score,"",IMPC_HIS_254_001
48193,Knee joint - Descriptor PATO,"",IMPC_HIS_255_001
48194,Knee joint - Description,"",IMPC_HIS_256_001
48195,Knee joint - Significance score,"",IMPC_HIS_257_001
48196,Trigeminal V nerve - MPATH diagnostic term,"",IMPC_HIS_258_001
48197,Trigeminal V nerve - Free text diagnostic term,"",IMPC_HIS_259_001
48198,Trigeminal V nerve - MPATH process term,"",IMPC_HIS_260_001
