analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
63v7a96b81w52f0,MGI:2138297,Sh3bp4,C57BL,Early Adult,IMPC_ACS_035_001,0.5849636,% Pre-pulse inhibition - PPI3
63w11r1o59434lm,MGI:1333114,Pigq,C57BL,E12.5,IMPC_EYE_014_001,0.5037378,Pupil Light Response
63wa39k2pi8nlf1,MGI:104673,Ptpn12,C57BL,E9.5,IMPC_DXA_004_001,0.5233886,Bone Mineral Density (excluding skull)
63x170zh5v371cp,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_EYE_014_001,0.1816228,Pupil Light Response
63y81dil4dk1mlm,MGI:1289225,Tmem41b,C57BL,E9.5,ESLIM_008_001_008,0.07933207,Locomotor activity
63y8pb5nze955y6,MGI:1333114,Pigq,C57BL,Early Adult,IMPC_CBC_028_001,0.8815423,Creatine kinase
63yvo8ge4ki2z9t,MGI:2441675,Pgbd1,C57BL,Late Adult,ESLIM_006_001_024,0.2033675,Number of caudal vertebrae
63yz6f21q4vaqdq,MGI:96877,Klrb1,C57BL,Early Adult,IMPC_EYE_027_001,0.2568311,Persistence of hyaloid vascular system
63zs33b548d7y5n,MGI:1921453,Eif4enif1,C57BL,E15.5,IMPC_DXA_007_001,0.7917028,BMC/Body weight
6400ul7x7kr80u8,MGI:1100520,Twf1,C57BL,Early Adult,IMPC_OFD_017_001,0.3714265,Center average speed
640529qk4vqy54m,MGI:1289225,Tmem41b,C57BL,E9.5,IMPC_DXA_010_001,0.9386065,Bone Area
6406p64m4z1zm4y,MGI:88111,Atp2b4,C57BL,Early Adult,HRWLLA_HEM_031_001,0.8161837,Lymphocyte differential count
6409ibznt3fu9sd,MGI:1355329,Mink1,C57BL,Early Adult,ESLIM_016_001_006,0.9999469,Mean corpuscular hemoglobin
640d6v033167p5c,MGI:1925847,Fhod3,C57BL,Early Adult,HRWLLA_DXA_009_001,0.8783373,Fat/Body weight
640e87ipc953230,MGI:1920150,Ndufv2,C57BL,E9.5,IMPC_CSD_073_001,0.5109189,Genitalia - morphology
640eod6d0uq0853,MGI:1914727,Abhd15,C57BL,Early Adult,IMPC_CBC_013_001,0.9869202,Alanine aminotransferase
640r85l5gzmuyfe,MGI:2444155,Nmnat2,C57BL,E15.5,IMPC_ACS_035_001,0.7317567,% Pre-pulse inhibition - PPI3
64100029lk8j79s,MGI:1920150,Ndufv2,C57BL,Middle Aged Adult,IMPC_EYE_092_001,0.4865339,Retina (combined)
6412a1q1w34050x,MGI:109564,Kif5a,C57BL,E18.5,CCP_LFO_004_001,0.1528516,Esn
64144g0tyezg196,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_HEM_032_001,0.1863076,Lymphocyte cell count
6414wj25ijr809q,MGI:1289225,Tmem41b,C57BL,E12.5,IMPC_OFD_011_001,0.5215758,Periphery resting time
6417x735i60985n,MGI:1925847,Fhod3,C57BL,E9.5,JAXLA_CSD_005_001,0.1582449,Coat - color - back
64196hdyrfk820q,MGI:1920150,Ndufv2,C57BL,E9.5,IMPC_CBC_006_001,0.4099435,Total protein
6420ls01mqgr694,MGI:1333114,Pigq,C57BL,Early Adult,IMPC_GEL_030_001,0.6429425,Hindbrain
6423g5u7k2162gf,MGI:1919963,Angptl1,C57BL,Early Adult,IMPC_GEL_011_001,0.9893645,Embryo turning
642700a5z151lrw,MGI:1913887,Tsen15,C57BL,Early Adult,JAXLA_DXA_009_001,0.9949525,Fat/Body weight
6429gbh640se445,MGI:96877,Klrb1,C57BL,Early Adult,HRWLLA_HEM_003_001,0.3952656,Hemoglobin
642i4n95xn6yfs8,MGI:1914727,Abhd15,C57BL,Early Adult,IMPC_DXA_006_001,0.7826178,Body length
642k3s82hh8mx92,MGI:104899,Mob4,C57BL,Early Adult,IMPC_EYE_067_001,0.8861949,Left anterior chamber depth
6430235w27456q3,MGI:1919304,Cyp4f18,C57BL,Early Adult,IMPC_OFD_010_001,0.5571304,Periphery distance travelled
6430s06oyz9qlq7,MGI:1100520,Twf1,C57BL,Early Adult,IMPC_ABR_008_001,0.100754,18kHz-evoked ABR Threshold
6431kdy38kzel64,MGI:97742,Pomc,C57BL,Middle Aged Adult,IMPC_HEM_005_001,0.2215124,Mean cell volume
643h3slu9awia1h,MGI:1919304,Cyp4f18,C57BL,Early Adult,ESLIM_018_001_005,0.4643456,B cell CD19+ percentage
643ny5mq66519ns,MGI:104673,Ptpn12,C57BL,E12.5,IMPC_CSD_037_001,0.1236133,Unexpected behaviors
643o1i16429v0fw,MGI:2686460,Prob1,C57BL,Early Adult,IMPC_ABR_004_001,0.8014769,6kHz-evoked ABR Threshold
643q1qys2594845,MGI:97742,Pomc,C57BL,Middle Aged Adult,IMPC_EYE_007_001,0.1661514,Cornea
643r051fu67wdyj,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_IPG_012_001,0.7828094,Area under glucose response curve
64423s0l67u0v5d,MGI:1346006,Ptpa,C57BL,Early Adult,ESLIM_016_001_006,0.4482741,Mean corpuscular hemoglobin
6452y712ca1zd9x,MGI:1920150,Ndufv2,C57BL,E9.5,IMPC_CBC_009_001,0.1801237,Calcium
645yf37344wrva0,MGI:1098713,Parp8,C57BL,Early Adult,JAXLA_DXA_009_001,0.2382857,Fat/Body weight
6460t0s1m6r7077,MGI:1924127,Rab36,C57BL,Early Adult,IMPC_OFD_012_001,0.6528465,Periphery permanence time
6467537kaidbjvt,MGI:1890391,Fstl3,C57BL,Early Adult,IMPC_EYE_054_001,0.1673004,Min left eye lens density
6469b3355q3bl46,MGI:97801,Pth1r,C57BL,Early Adult,IMPC_GEL_011_001,0.9902285,Embryo turning
646p044m5t63ojq,MGI:96877,Klrb1,C57BL,Late Adult,IMPC_GEL_056_001,0.6957618,Edema
646p187d11q9681,MGI:2145317,Brd9,C57BL,E15.5,IMPC_CBC_006_001,0.9003923,Total protein
647894227vp5h7f,MGI:3648285,Gm5127,C57BL,Early Adult,IMPC_CBC_009_001,0.6450958,Calcium
648403qaqer385n,MGI:2137677,Sfxn1,C57BL,Early Adult,IMPC_XRY_033_001,0.4122674,Tibia length
6484uq6l345b199,MGI:1202401,Fgf17,C57BL,Early Adult,ESLIM_006_001_017,0.7878871,Shape of ribs
6485l8oca2e8m35,MGI:95496,Fcer1g,C57BL,Early Adult,JAX_PLC_001_001,0.7045526,Total cholesterol
64884o07098p149,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_OFD_014_001,0.6525457,Center distance travelled
6489883470kd6d3,MGI:95496,Fcer1g,C57BL,Early Adult,IMPC_DXA_009_001,0.05976221,Fat/Body weight
648g4394br24fy1,MGI:1343176,Timm17b,C57BL,Early Adult,IMPC_DXA_009_001,0.8442881,Fat/Body weight
648s75p13908d16,MGI:109601,Nck1,C57BL,Early Adult,ESLIM_006_001_019,0.5191877,Skull shape
648uhg5y0511gkq,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_EYE_023_001,0.9603732,Optic Disc
648v6rx853446is,MGI:1333114,Pigq,C57BL,E9.5,ESLIM_019_001_002,0.6984537,IgG3
648v90kf921wv68,MGI:104673,Ptpn12,C57BL,E12.5,IMPC_OFD_015_001,0.6102673,Center resting time
648ykqn78c315zu,MGI:2137677,Sfxn1,C57BL,Early Adult,IMPC_GEL_027_001,0.08007571,Neural tube closure
64937322141574l,MGI:1918829,Tcta,C57BL,Early Adult,ESLIM_006_001_012,0.3312249,Pelvis
6494t1ld40l3913,MGI:109564,Kif5a,C57BL,E18.5,IMPC_OFD_050_001,0.3247505,Percentage center movement time
649550610a2754y,MGI:1918925,Sanbr,C57BL,Early Adult,IMPC_CSD_018_001,0.4470895,Forelimbs - shape
6495o0zh6t2k4c2,MGI:1913895,Pspc1,C57BL,Early Adult,IMPC_HEM_027_001,0.2241282,Red blood cell distribution width
649840yc2khe3pa,MGI:109555,Psmc2,C57BL,Early Adult,IMPC_GEO_011_001,0.7250608,Blood Vessel Morphology
6498759de083fga,MGI:2142527,Exoc8,C57BL,Early Adult,IMPC_CSD_071_001,0.2827535,Genitalia - presence
6499a4731lc002u,MGI:1333870,Ate1,C57BL,Early Adult,IMPC_EYE_008_001,0.3505003,Corneal opacity
649d69w4qq1mv0t,MGI:2142527,Exoc8,C57BL,Early Adult,IMPC_ACS_034_001,0.5247393,% Pre-pulse inhibition - PPI2
649oh5087cqjn66,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_ECG_010_001,0.8666526,HRV
64b67hq51a5y6ik,MGI:2685530,Pou2af3,C57BL,Early Adult,IMPC_CSD_006_001,0.2547525,Coat - color - head
64b95wtak035551,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_OFD_010_001,0.05151949,Periphery distance travelled
64bg563dxf564ky,MGI:97801,Pth1r,C57BL,Early Adult,ESLIM_001_001_007,0.1128613,coat hair
64bwik117954eq0,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_GEL_030_001,0.7038088,Hindbrain
64c7021iwh6110q,MGI:2385261,Cnot3,C57BL,Early Adult,ESLIM_008_001_016,0.9684829,Trunk curl
64c73i46n18bsf3,MGI:1916778,1700030J22Rik,C57BL,Early Adult,IMPC_GEL_061_001,0.3458547,Optic vesicle morphology
64cf3381q4j2wr0,MGI:2670984,Kics2,C57BL,Early Adult,MGP_012_001_005,0.9459204,Body Weight
64dvq59n215ldfn,MGI:1859545,Syt7,C57BL,Early Adult,IMPC_CSD_037_001,0.5487673,Unexpected behaviors
64e209hb1mg0szb,MGI:2684870,Pom121l2,C57BL,Early Adult,IMPC_CBC_014_001,0.8481911,Alkaline phosphatase
64en41c3naso289,MGI:1343166,Klk6,C57BL,Early Adult,IMPC_HEM_002_001,0.9457237,Red blood cell count
64esy68ny6rj9cg,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_GEL_033_001,0.9460235,Tail bud morphology
64f01v5s2q5jk26,MGI:1289225,Tmem41b,C57BL,E9.5,IMPC_ACS_037_001,0.1313776,% Pre-pulse inhibition - Global
64f3poo2s6mfbsv,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_GEL_063_001,0.1120338,Delayed embryonic development
64f6opd4g1jev64,MGI:2444807,Zfp827,C57BL,Late Adult,IMPC_EYE_017_001,0.05334534,Lens Opacity
64gtv4ni9bi506z,MGI:1289225,Tmem41b,C57BL,E12.5,ESLIM_019_001_007,0.1165332,IgE
64gx7z41vhx5gm3,MGI:2442190,Camk1d,C57BL,Early Adult,IMPC_GEL_033_001,0.8845392,Tail bud morphology
64h050xb3113tk6,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_EYE_068_001,0.6930882,Left total retinal thickness
64hp3o51f2y57w8,MGI:3030482,Or52h1,C57BL,Early Adult,JAXLA_CSD_007_001,0.2863895,Coat - color - abdomen
64i7p45v4w9s8cj,MGI:1345153,Pacsin2,C57BL,Early Adult,TCPLA_DXA_007_001,0.3260159,BMC/Body weight
64is52056w804il,MGI:2444807,Zfp827,C57BL,E18.5,TCPLA_DXA_007_001,0.726929,BMC/Body weight
64j4rj1tfv3g921,MGI:103022,Reln,C57BL,E18.5,IMPC_FEA_003_001,0.6345378,Conditioning Baseline % Freezing Time
64j8u18zf4cbk9p,MGI:3029290,Zfp281,C57BL,E9.5,HRWLLA_HEM_003_001,0.6008892,Hemoglobin
64k27ok6w9kj70p,MGI:2441675,Pgbd1,C57BL,Late Adult,ESLIM_015_001_018,0.6988608,Triglycerides
64k7u135j9e56xv,MGI:95392,Eng,C57BL,Early Adult,IMPC_GEL_063_001,0.3859803,Delayed embryonic development
64l2r1jy72kj3h9,MGI:1891254,Bag2,C57BL,Early Adult,IMPC_EYE_015_001,0.7069839,Iris Pigmentation
64l78ibu4l83490,MGI:96877,Klrb1,C57BL,Middle Aged Adult,HRWLLA_HEM_029_001,0.07046772,Neutrophil differential count
64lei0mym3ne57r,MGI:1202401,Fgf17,C57BL,Early Adult,MGP_026_001_004,0.06387606,Coat colouration
64m265mvxzjs0xo,MGI:893577,Stx4a,C57BL,Early Adult,IMPC_CSD_018_001,0.4606674,Forelimbs - shape
64n8qm67342yjp2,MGI:3648285,Gm5127,C57BL,Early Adult,HRWLLA_DXA_003_001,0.8820353,Lean mass
64oh186zq8z74m6,MGI:1925847,Fhod3,C57BL,E9.5,IMPC_DXA_002_001,0.8430916,Fat mass
64qweu1w5291214,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_GEO_019_001,0.6861947,Embryo Size
64r7m2r8p551w60,MGI:1925847,Fhod3,C57BL,E15.5,IMPC_ACS_037_001,0.3664447,% Pre-pulse inhibition - Global
64r98108m435ntv,MGI:1918328,Adam30,C57BL,Early Adult,IMPC_EYE_017_001,0.4639466,Lens Opacity
64rfm5w6e2f4rv8,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_ABR_004_001,0.4074747,6kHz-evoked ABR Threshold
64s93i77x2536sa,MGI:2442190,Camk1d,C57BL,Early Adult,HRWLLA_DXA_003_001,0.5297356,Lean mass
64s9t1j5mr14keg,MGI:107417,Slc50a1,C57BL,Early Adult,IMPC_GRS_008_001,0.8071764,Forelimb grip strength measurement mean
64t1emco8w02g6f,MGI:1925847,Fhod3,C57BL,E15.5,IMPC_EYE_069_001,0.5889068,Left inner nuclear layer
64tk754nj1r9a03,MGI:1342273,Gsto1,C57BL,Late Adult,IMPC_GEL_036_002,0.2257653,Pallor
64u3919176j4tf1,MGI:2442190,Camk1d,C57BL,Middle Aged Adult,IMPC_GEL_028_001,0.7466469,Forebrain
64u39tz65v3f0vs,MGI:2444155,Nmnat2,C57BL,E15.5,ESLIM_007_001_010,0.4775203,Center distance travelled
64u44y40fhq5epd,MGI:1925847,Fhod3,C57BL,E9.5,IMPC_ABR_002_001,0.9008524,Click-evoked ABR threshold
64uv9639th86ww6,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_GRS_010_001,0.3047991,Forelimb grip strength normalised against body weight
64vab414v9z03s1,MGI:2442190,Camk1d,C57BL,Early Adult,IMPC_GEL_024_001,0.4048266,Branchial arch morphology
64w9g9a08c254vr,MGI:2142527,Exoc8,C57BL,E9.5,IMPC_GEO_011_001,0.2375761,Blood Vessel Morphology
64wu9nufgj11jg1,MGI:2444807,Zfp827,C57BL,Late Adult,ESLIM_005_001_006,0.1664536,Body length
64y02ih358159h6,MGI:2444807,Zfp827,C57BL,E18.5,IMPC_EYE_068_001,0.056063,Left total retinal thickness
64z2176327s9e90,MGI:1289225,Tmem41b,C57BL,E9.5,ESLIM_006_001_024,0.7556329,Number of caudal vertebrae
64zp79o439sv46i,MGI:1921453,Eif4enif1,C57BL,E15.5,IMPC_EYE_023_001,0.09830918,Optic Disc
6500uo1ii59m3xx,MGI:1343176,Timm17b,C57BL,Early Adult,ESLIM_007_001_010,0.9996517,Center distance travelled
65023hh97byc1j9,MGI:2444155,Nmnat2,C57BL,E9.5,IMPC_HEM_003_001,0.3041032,Hemoglobin
6502f3p66552e5o,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_EYE_014_001,0.4826466,Pupil Light Response
6503nzrr6iuc3q8,MGI:1349162,Sdc1,C57BL,Early Adult,JAX_PLC_001_001,0.06687022,Total cholesterol
6507402f5g3q9xo,MGI:2441675,Pgbd1,C59BL,Middle Aged Adult,JAXLA_DXA_008_001,0.3267637,Lean/Body weight
650790r6s7hiysw,MGI:893577,Stx4a,C57BL,Early Adult,ESLIM_006_001_024,0.5162564,Number of caudal vertebrae
6509l3x32b04183,MGI:1924127,Rab36,C57BL,Early Adult,IMPC_ACS_037_001,0.3599249,% Pre-pulse inhibition - Global
650d2uj69243g60,MGI:107417,Slc50a1,C57BL,Early Adult,JAXLA_CSD_005_001,0.1277349,Coat - color - back
650jadlppz9h597,MGI:2441675,Pgbd1,C57BL,Early Adult,JAXLA_CSD_015_001,0.4028282,Coat - hair texture / appearance - head
650o7459n303667,MGI:2684870,Pom121l2,C57BL,Early Adult,IMPC_EYE_014_001,0.7785285,Pupil Light Response
650ps994yc54pmd,MGI:1890391,Fstl3,C57BL,Early Adult,IMPC_HWT_008_001,0.2425131,Heart weight
650r15l09nmg798,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_DXA_003_001,0.5916821,Lean mass
65100j554968o4z,MGI:1920150,Ndufv2,C57BL,Early Adult,IMPC_EYE_024_001,0.4696691,Retinal Blood Vessels
6515970lmkqk93u,MGI:97742,Pomc,C57BL,Late Adult,IMPC_EYE_062_001,0.6776664,Right total retinal thickness
651661e8r3jr63u,MGI:97742,Pomc,C57BL,Middle Aged Adult,IMPC_HEM_006_001,0.5965429,Mean corpuscular hemoglobin
6519ub0k3dgtj59,MGI:97742,Pomc,C57BL,Late Adult,IMPC_CBC_020_001,0.2975052,Fructosamine
651gsx6xf345718,MGI:1202401,Fgf17,C57BL,Early Adult,IMPC_ACS_006_001,0.5717474,Response amplitude - S
651ujqz498j7486,MGI:2444155,Nmnat2,C57BL,E15.5,ESLIM_007_001_009,0.2391652,Periphery average speed
651ywi957e0j02o,MGI:2670984,Kics2,C57BL,Early Adult,IMPC_GEL_061_001,0.7908997,Optic vesicle morphology
652149h3ds3w7w4,MGI:1333114,Pigq,C57BL,E12.5,IMPC_IPG_011_001,0.9635417,Initial response to glucose challenge
65241954xlq5i5d,MGI:1891254,Bag2,C57BL,Early Adult,IMPC_ABR_002_001,0.2447649,Click-evoked ABR threshold
6526whg3h280200,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_OFD_010_001,0.8050799,Periphery distance travelled
652702e1x77u126,MGI:2145317,Brd9,C57BL,Middle Aged Adult,MGP_016_001_008,0.09744901,Platelet count
652yyvx75hrh6by,MGI:103206,Acod1,C57BL,Early Adult,IMPC_GEL_030_001,0.5319047,Hindbrain
652z6j8wvn1dv6y,MGI:2444069,Vwc2l,C57BL,Early Adult,IMPC_GRS_008_001,0.5302262,Forelimb grip strength measurement mean
6537cv016006mik,MGI:88492,Masp1,C57BL,Early Adult,MGP_012_001_005,0.4547098,Body Weight
6539b6l2h9f5c02,MGI:1343166,Klk6,C57BL,Early Adult,CCP_LFO_007_001,0.7548626,Hqp
6539nq1nto3768f,MGI:1333870,Ate1,C57BL,Early Adult,IMPC_CBC_004_001,0.9228454,Urea (Blood Urea Nitrogen - BUN)
653iv27r4s602a9,MGI:2145317,Brd9,C57BL,Middle Aged Adult,JAXLA_CSD_077_001,0.8662381,Contact righting
6540c11q569p4ks,MGI:1913208,Carm1,C57BL,Early Adult,HRWLLA_DXA_002_001,0.1716138,Fat mass
6540n9k7h79zb4g,MGI:2142527,Exoc8,C57BL,E12.5,ESLIM_019_001_007,0.8198205,IgE
65413ameijwe15w,MGI:2180307,Hps5,C57BL,Early Adult,IMPC_CSD_032_001,0.7727992,Locomotor activity
65421wb9i879f90,MGI:1345153,Pacsin2,C57BL,Early Adult,IMPC_OFD_011_001,0.1069325,Periphery resting time
6543k66v827ukts,MGI:97742,Pomc,C57BL,Early Adult,IMPC_CBC_007_001,0.7590044,Albumin
65553y47e7ujk7l,MGI:96877,Klrb1,C57BL,Middle Aged Adult,HRWLLA_DXA_009_001,0.8986166,Fat/Body weight
655620xnqq9me81,MGI:87885,Chrna1,C57BL,Early Adult,IMPC_GEL_061_001,0.4822872,Optic vesicle morphology
6559xs8nj17fzz4,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_EYE_055_001,0.2165441,Max left eye lens density
655e3561v8am743,MGI:109564,Kif5a,C57BL,E18.5,IMPC_HEM_008_001,0.2479664,Platelet count
655j8ix7rhodx2a,MGI:1913887,Tsen15,C57BL,Early Adult,CCP_LFO_004_001,0.3454537,Esn
655k8196p974kt4,MGI:2444688,Endov,C57BL,Early Adult,IMPC_FEA_106_001,0.8329967,Difference in Cue Tone and Cue Baseline % Freezing
6565prh37g3sx5d,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_XRY_010_001,0.531271,Shape of ribs
656nme3245c1rtr,MGI:2142527,Exoc8,C57BL,Early Adult,JAX_PLC_001_001,0.23443,Total cholesterol
656t764o9m16i3o,MGI:109555,Psmc2,C57BL,Early Adult,IMPC_GEL_029_001,0.3854115,Midbrain
65703x6c933n1mh,MGI:2443138,Mphosph9,C57BL,Early Adult,IMPC_GEL_027_001,0.2897921,Neural tube closure
65752h1r256742j,MGI:103022,Reln,C57BL,E18.5,ESLIM_015_001_018,0.7526994,Triglycerides
657i0316d963e1y,MGI:1347075,Nbea,C57BL,E18.5,IMPC_ECG_004_001,0.5016214,RR
657j86l79zri005,MGI:2444155,Nmnat2,C57BL,E9.5,IMPC_OFD_007_001,0.4839349,Whole arena resting time
657ot56di743727,MGI:2142527,Exoc8,C57BL,Early Adult,IMPC_FEA_003_001,0.5731864,Conditioning Baseline % Freezing Time
657qa4e4p6n0928,MGI:1342774,Ppargc1a,C57BL,E18.5,IMPC_GRS_011_001,0.7541279,Forelimb and hindlimb grip strength normalised against body weight
657sxws21ojz26p,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_CSD_029_001,7.449999e-08,Activity (body position)
657x5q67v449sk2,MGI:1924127,Rab36,C57BL,Early Adult,IMPC_CBC_058_001,2.467407e-05,Cholesterol ratio
65871ng3n32q11b,MGI:1924127,Rab36,C57BL,Early Adult,IMPC_DXA_004_001,0.1696631,Bone Mineral Density (excluding skull)
6587c75xo9h3b5s,MGI:97748,Ctsa,C57BL,Early Adult,ESLIM_006_001_012,0.9095889,Pelvis
658bxt974ba7908,MGI:104899,Mob4,C57BL,E9.5,ESLIM_016_001_008,0.9518096,Platelet count
658g5565q48h2pv,MGI:1920150,Ndufv2,C57BL,Early Adult,JAXLA_DXA_007_001,0.1128594,BMC/Body weight
6591f5wy1tga5gl,MGI:99402,Adora2a,C57BL,Middle Aged Adult,IMPC_ABR_010_001,0.8259986,24kHz-evoked ABR Threshold
6592088q743jru0,MGI:97742,Pomc,C57BL,Late Adult,IMPC_GEL_066_001,0.864447,Vascular morphology
659675r5ydbai3c,MGI:97742,Pomc,C57BL,Early Adult,IMPC_HEM_032_001,0.9763853,Lymphocyte cell count
659i85j361bpxh8,MGI:1921058,Tex36,C57BL,Early Adult,MGP_026_001_004,0.5268171,Coat colouration
659p97rs07d39wx,MGI:2181202,Pfkfb3,C57BL,Early Adult,IMPC_EYE_054_001,0.1329278,Min left eye lens density
659u2e5w49mf230,MGI:1919822,Spats2,C57BL,Early Adult,IMPC_CBC_001_001,0.9230053,Sodium
65a2815fxo9x8h4,MGI:1098713,Parp8,C57BL,Early Adult,IMPC_HEM_003_001,0.07330143,Hemoglobin
65b7614r8k03qv5,MGI:2444807,Zfp827,C57BL,Early Adult,IMPC_EYE_004_001,0.2987598,Eyelid morphology
65b931448hm1593,MGI:99402,Adora2a,C57BL,Early Adult,IMPC_HEM_003_001,0.2480985,Hemoglobin
65bo454n0g8sjp0,MGI:1924127,Rab36,C57BL,Early Adult,ESLIM_008_001_002,0.229222,Tremor
65c7681q16w512m,MGI:1918829,Tcta,C57BL,Early Adult,ESLIM_008_001_002,0.1844311,Tremor
65c7eg6yym9500w,MGI:2145317,Brd9,C57BL,Late Adult,IMPC_GEL_033_001,0.6825816,Tail bud morphology
65d1ih7593w9570,MGI:1920150,Ndufv2,C57BL,Early Adult,IMPC_ACS_006_001,0.7777497,Response amplitude - S
65dp8402j45a30x,MGI:109555,Psmc2,C57BL,Early Adult,IMPC_GEL_060_001,0.5491874,Neural tube morphology
65dqjh231ya8v9y,MGI:1890391,Fstl3,C57BL,Early Adult,IMPC_XRY_018_001,0.282344,Shape of vertebrae
65dqr19t9pv4671,MGI:1860078,Txnl1,C57BL,Early Adult,IMPC_GEO_009_002,0.08857873,Hemorrhage
65e2c39ta09985x,MGI:2441675,Pgbd1,C57BL,Early Adult,JAX_OFD_020_001,0.2889137,Distance travelled - total
65f623321lk6285,MGI:1918328,Adam30,C57BL,Early Adult,IMPC_CSD_072_001,0.400527,Genitalia - size
65f7725a27klo12,MGI:109564,Kif5a,C57BL,E12.5,UCDLA_GRS_010_001,0.0584961,Forelimb grip strength normalised against body weight
65gxb4hfg044427,MGI:109601,Nck1,C57BL,Early Adult,ESLIM_007_001_009,0.7930726,Periphery average speed
65hx6xn7uip8u8x,MGI:2444807,Zfp827,C57BL,E18.5,IMPC_CBC_015_001,0.1434268,Total cholesterol
65i01jc1o4hu401,MGI:87885,Chrna1,C57BL,Early Adult,ESLIM_006_001_019,0.08909191,Skull shape
65i6xj4e9674f3c,MGI:1925847,Fhod3,C57BL,Early Adult,IMPC_GEL_032_001,0.326878,Embryo Size
65i801b26kn93c7,MGI:2442190,Camk1d,C57BL,Late Adult,TCPLA_DXA_007_001,0.6567378,BMC/Body weight
65j4dnguovr6wyj,MGI:109564,Kif5a,C57BL,E12.5,IMPC_GEL_032_001,0.1989514,Embryo Size
65j9h564wqt96v9,MGI:97801,Pth1r,C57BL,Early Adult,IMPC_EYE_014_001,0.7378988,Pupil Light Response
65jqj5zbl409c87,MGI:95392,Eng,C57BL,E15.5,IMPC_FEA_015_001,0.3780391,Cue Baseline % Freezing Time
65k04f3lu7vu6s9,MGI:1343176,Timm17b,C57BL,Early Adult,IMPC_GEL_066_001,0.1605951,Vascular morphology
65k13x6l2224o70,MGI:893577,Stx4a,C57BL,Early Adult,IMPC_CBC_011_001,0.5494702,Iron
65k920g50439310,MGI:2158736,Senp3,C57BL,Early Adult,IMPC_ABR_008_001,0.2587468,18kHz-evoked ABR Threshold
65k978m6a1d30n7,MGI:2145317,Brd9,C57BL,Middle Aged Adult,IMPC_CBC_013_001,0.4140593,Alanine aminotransferase
65lp1b33427xac1,MGI:109601,Nck1,C57BL,Early Adult,IMPC_GPO_003_001,0.4056699,Placenta Vasculature
65o5i839i439752,MGI:3029290,Zfp281,C57BL,Early Adult,IMPC_HEM_027_001,0.5909022,Red blood cell distribution width
65oaj2c2s8dg08k,MGI:1915051,Pllp,C57BL,Early Adult,IMPC_ECG_002_001,0.9319247,HR
65or1g1704916wa,MGI:109610,Enc1,C57BL,Early Adult,IMPC_GEL_032_001,0.3954561,Embryo Size
65p135m131x7045,MGI:2145317,Brd9,C57BL,Middle Aged Adult,JAX_PLC_002_001,0.856835,HDL-cholesterol
65p72g4z43qua41,MGI:103206,Acod1,C57BL,Early Adult,JAXLA_CSD_039_001,0.5213319,Limb grasp
65p84584d52n4mv,MGI:2444155,Nmnat2,C57BL,E15.5,CCP_LFO_004_001,0.4505387,Esn
65q540o8o98i01p,MGI:2145317,Brd9,C57BL,Middle Aged Adult,IMPC_CSD_036_001,0.6620088,Startle response
65qx4228ha6r9li,MGI:2387603,Ahsa1,C57BL,Early Adult,IMPC_GRS_008_001,0.9674076,Forelimb grip strength measurement mean
65rwgbhk65v6m1e,MGI:2444688,Endov,C57BL,Early Adult,IMPC_ABR_008_001,0.08294309,18kHz-evoked ABR Threshold
65s293iin01t5j1,MGI:1915051,Pllp,C57BL,Early Adult,IMPC_OFD_011_001,3.784084e-05,Periphery resting time
65t2q6270380nk8,MGI:99402,Adora2a,C57BL,Early Adult,IMPC_XRY_063_001,0.3807762,Cervical processes
65t4nt008th0ja1,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_HEM_001_001,0.742475,White blood cell count
65u6c4c1586c40p,MGI:2686460,Prob1,C57BL,Early Adult,MGP_026_001_006,0.2175803,Skin condition
65vko8vn6c730ks,MGI:1920150,Ndufv2,C57BL,E9.5,IMPC_EYE_006_001,0.3290461,Narrow eye opening
65w2po3k9r80e49,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_EYE_012_001,0.8193676,Pupil Shape
65w96oo4yr3306r,MGI:1342774,Ppargc1a,C57BL,Early Adult,IMPC_CSD_029_001,0.1673823,Activity (body position)
